model,run,condition,seed,subset,n_samples,bleu,chrf,chrfpp,ref_mode,alt_ref_rows_used,source_file
nllb-600m,exp2,RANDOM-8000,2024,combined,1455,4.33,31.13,27.78,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/RANDOM-8000/seed2024/test_predictions.jsonl
nllb-600m,exp2,RANDOM-8000,2024,structured,455,3.42,36.53,31.82,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/RANDOM-8000/seed2024/test_predictions.jsonl
nllb-600m,exp2,RANDOM-8000,2024,tatoeba,1000,4.51,29.66,26.69,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/RANDOM-8000/seed2024/test_predictions.jsonl
nllb-600m,exp2,RANDOM-8000,42,combined,1455,3.93,29.13,26.24,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/RANDOM-8000/seed42/test_predictions.jsonl
nllb-600m,exp2,RANDOM-8000,42,structured,455,4.76,34.78,31.07,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/RANDOM-8000/seed42/test_predictions.jsonl
nllb-600m,exp2,RANDOM-8000,42,tatoeba,1000,3.65,27.54,24.87,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/RANDOM-8000/seed42/test_predictions.jsonl
nllb-600m,exp2,RANDOM-8000,456,combined,1455,4.01,29.27,26.61,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/RANDOM-8000/seed456/test_predictions.jsonl
nllb-600m,exp2,RANDOM-8000,456,structured,455,4.43,35.23,31.99,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/RANDOM-8000/seed456/test_predictions.jsonl
nllb-600m,exp2,RANDOM-8000,456,tatoeba,1000,3.82,27.67,25.14,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/RANDOM-8000/seed456/test_predictions.jsonl
nllb-600m,exp2,RANDOM-8000,789,combined,1455,3.99,30.14,27.01,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/RANDOM-8000/seed789/test_predictions.jsonl
nllb-600m,exp2,RANDOM-8000,789,structured,455,4.13,33.4,30.05,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/RANDOM-8000/seed789/test_predictions.jsonl
nllb-600m,exp2,RANDOM-8000,789,tatoeba,1000,3.94,29.2,26.12,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/RANDOM-8000/seed789/test_predictions.jsonl
nllb-600m,exp2,REPLACE-R6000_S4000,123,combined,1455,25.91,42.81,41.1,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/REPLACE-R6000_S4000/seed123/test_predictions.jsonl
nllb-600m,exp2,REPLACE-R6000_S4000,123,structured,455,96.38,97.75,97.73,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/REPLACE-R6000_S4000/seed123/test_predictions.jsonl
nllb-600m,exp2,REPLACE-R6000_S4000,123,tatoeba,1000,3.53,28.65,25.7,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/REPLACE-R6000_S4000/seed123/test_predictions.jsonl
nllb-600m,exp2,REPLACE-R6000_S4000,2024,combined,1455,25.85,42.32,40.73,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/REPLACE-R6000_S4000/seed2024/test_predictions.jsonl
nllb-600m,exp2,REPLACE-R6000_S4000,2024,structured,455,95.34,97.12,97.11,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/REPLACE-R6000_S4000/seed2024/test_predictions.jsonl
nllb-600m,exp2,REPLACE-R6000_S4000,2024,tatoeba,1000,3.98,28.2,25.39,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/REPLACE-R6000_S4000/seed2024/test_predictions.jsonl
nllb-600m,exp2,REPLACE-R6000_S4000,42,combined,1455,24.86,41.98,40.44,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/REPLACE-R6000_S4000/seed42/test_predictions.jsonl
nllb-600m,exp2,REPLACE-R6000_S4000,42,structured,455,94.37,96.84,96.69,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/REPLACE-R6000_S4000/seed42/test_predictions.jsonl
nllb-600m,exp2,REPLACE-R6000_S4000,42,tatoeba,1000,4.04,28.06,25.36,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/REPLACE-R6000_S4000/seed42/test_predictions.jsonl
nllb-600m,exp2,REPLACE-R6000_S4000,456,combined,1455,24.7,42.07,40.47,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/REPLACE-R6000_S4000/seed456/test_predictions.jsonl
nllb-600m,exp2,REPLACE-R6000_S4000,456,structured,455,94.02,97.04,96.75,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/REPLACE-R6000_S4000/seed456/test_predictions.jsonl
nllb-600m,exp2,REPLACE-R6000_S4000,456,tatoeba,1000,4.08,27.97,25.28,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/REPLACE-R6000_S4000/seed456/test_predictions.jsonl
nllb-600m,exp2,REPLACE-R6000_S4000,789,combined,1455,26.03,42.93,41.17,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/REPLACE-R6000_S4000/seed789/test_predictions.jsonl
nllb-600m,exp2,REPLACE-R6000_S4000,789,structured,455,95.44,97.82,97.72,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/REPLACE-R6000_S4000/seed789/test_predictions.jsonl
nllb-600m,exp2,REPLACE-R6000_S4000,789,tatoeba,1000,3.97,28.66,25.65,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/REPLACE-R6000_S4000/seed789/test_predictions.jsonl
nllb-600m,exp2,REPLACE-R8000_S2000,123,combined,1455,25.62,43.55,41.81,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/REPLACE-R8000_S2000/seed123/test_predictions.jsonl
nllb-600m,exp2,REPLACE-R8000_S2000,123,structured,455,94.19,97.06,96.88,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/REPLACE-R8000_S2000/seed123/test_predictions.jsonl
nllb-600m,exp2,REPLACE-R8000_S2000,123,tatoeba,1000,4.99,29.9,26.96,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/REPLACE-R8000_S2000/seed123/test_predictions.jsonl
nllb-600m,exp2,REPLACE-R8000_S2000,2024,combined,1455,23.69,42.93,41.13,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/REPLACE-R8000_S2000/seed2024/test_predictions.jsonl
nllb-600m,exp2,REPLACE-R8000_S2000,2024,structured,455,86.6,94.97,94.65,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/REPLACE-R8000_S2000/seed2024/test_predictions.jsonl
nllb-600m,exp2,REPLACE-R8000_S2000,2024,tatoeba,1000,4.58,29.68,26.72,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/REPLACE-R8000_S2000/seed2024/test_predictions.jsonl
nllb-600m,exp2,REPLACE-R8000_S2000,42,combined,1455,21.65,42.48,40.73,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/REPLACE-R8000_S2000/seed42/test_predictions.jsonl
nllb-600m,exp2,REPLACE-R8000_S2000,42,structured,455,88.08,95.75,95.37,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/REPLACE-R8000_S2000/seed42/test_predictions.jsonl
nllb-600m,exp2,REPLACE-R8000_S2000,42,tatoeba,1000,3.76,29.16,26.32,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/REPLACE-R8000_S2000/seed42/test_predictions.jsonl
nllb-600m,exp2,REPLACE-R8000_S2000,456,combined,1455,22.13,41.65,39.95,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/REPLACE-R8000_S2000/seed456/test_predictions.jsonl
nllb-600m,exp2,REPLACE-R8000_S2000,456,structured,455,82.72,92.61,91.96,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/REPLACE-R8000_S2000/seed456/test_predictions.jsonl
nllb-600m,exp2,REPLACE-R8000_S2000,456,tatoeba,1000,4.04,28.68,25.98,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/REPLACE-R8000_S2000/seed456/test_predictions.jsonl
nllb-600m,exp2,REPLACE-R8000_S2000,789,combined,1455,24.86,43.36,41.44,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/REPLACE-R8000_S2000/seed789/test_predictions.jsonl
nllb-600m,exp2,REPLACE-R8000_S2000,789,structured,455,94.94,97.06,97.02,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/REPLACE-R8000_S2000/seed789/test_predictions.jsonl
nllb-600m,exp2,REPLACE-R8000_S2000,789,tatoeba,1000,3.96,29.64,26.46,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/REPLACE-R8000_S2000/seed789/test_predictions.jsonl
nllb-600m,exp2,REPLACE-R9000_S1000,123,combined,1455,23.12,42.27,40.23,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/REPLACE-R9000_S1000/seed123/test_predictions.jsonl
nllb-600m,exp2,REPLACE-R9000_S1000,123,structured,455,87.66,91.67,91.64,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/REPLACE-R9000_S1000/seed123/test_predictions.jsonl
nllb-600m,exp2,REPLACE-R9000_S1000,123,tatoeba,1000,4.08,29.47,26.24,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/REPLACE-R9000_S1000/seed123/test_predictions.jsonl
nllb-600m,exp2,REPLACE-R9000_S1000,2024,combined,1455,24.25,42.8,40.79,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/REPLACE-R9000_S1000/seed2024/test_predictions.jsonl
nllb-600m,exp2,REPLACE-R9000_S1000,2024,structured,455,86.88,93.41,92.65,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/REPLACE-R9000_S1000/seed2024/test_predictions.jsonl
nllb-600m,exp2,REPLACE-R9000_S1000,2024,tatoeba,1000,4.45,29.61,26.55,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/REPLACE-R9000_S1000/seed2024/test_predictions.jsonl
nllb-600m,exp2,REPLACE-R9000_S1000,42,combined,1455,23.17,41.92,39.98,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/REPLACE-R9000_S1000/seed42/test_predictions.jsonl
nllb-600m,exp2,REPLACE-R9000_S1000,42,structured,455,85.04,92.47,91.74,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/REPLACE-R9000_S1000/seed42/test_predictions.jsonl
nllb-600m,exp2,REPLACE-R9000_S1000,42,tatoeba,1000,3.98,29.05,26.05,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/REPLACE-R9000_S1000/seed42/test_predictions.jsonl
nllb-600m,exp2,REPLACE-R9000_S1000,456,combined,1455,23.11,41.68,39.72,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/REPLACE-R9000_S1000/seed456/test_predictions.jsonl
nllb-600m,exp2,REPLACE-R9000_S1000,456,structured,455,79.81,91.0,90.44,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/REPLACE-R9000_S1000/seed456/test_predictions.jsonl
nllb-600m,exp2,REPLACE-R9000_S1000,456,tatoeba,1000,3.96,28.83,25.78,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/REPLACE-R9000_S1000/seed456/test_predictions.jsonl
nllb-600m,exp2,REPLACE-R9000_S1000,789,combined,1455,22.42,41.54,39.61,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/REPLACE-R9000_S1000/seed789/test_predictions.jsonl
nllb-600m,exp2,REPLACE-R9000_S1000,789,structured,455,83.22,90.9,90.21,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/REPLACE-R9000_S1000/seed789/test_predictions.jsonl
nllb-600m,exp2,REPLACE-R9000_S1000,789,tatoeba,1000,4.26,29.03,26.06,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/REPLACE-R9000_S1000/seed789/test_predictions.jsonl
nllb-600m,exp2,REPLACE-R9500_S500,123,combined,1455,18.17,39.97,37.77,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/REPLACE-R9500_S500/seed123/test_predictions.jsonl
nllb-600m,exp2,REPLACE-R9500_S500,123,structured,455,63.07,79.4,78.05,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/REPLACE-R9500_S500/seed123/test_predictions.jsonl
nllb-600m,exp2,REPLACE-R9500_S500,123,tatoeba,1000,4.66,29.9,26.94,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/REPLACE-R9500_S500/seed123/test_predictions.jsonl
nllb-600m,exp2,REPLACE-R9500_S500,2024,combined,1455,20.88,41.21,39.13,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/REPLACE-R9500_S500/seed2024/test_predictions.jsonl
nllb-600m,exp2,REPLACE-R9500_S500,2024,structured,455,75.07,86.65,85.62,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/REPLACE-R9500_S500/seed2024/test_predictions.jsonl
nllb-600m,exp2,REPLACE-R9500_S500,2024,tatoeba,1000,4.41,29.59,26.6,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/REPLACE-R9500_S500/seed2024/test_predictions.jsonl
nllb-600m,exp2,REPLACE-R9500_S500,42,combined,1455,20.66,40.42,38.48,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/REPLACE-R9500_S500/seed42/test_predictions.jsonl
nllb-600m,exp2,REPLACE-R9500_S500,42,structured,455,72.92,85.31,84.4,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/REPLACE-R9500_S500/seed42/test_predictions.jsonl
nllb-600m,exp2,REPLACE-R9500_S500,42,tatoeba,1000,4.04,28.86,26.01,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/REPLACE-R9500_S500/seed42/test_predictions.jsonl
nllb-600m,exp2,REPLACE-R9500_S500,456,combined,1455,18.84,38.87,36.86,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/REPLACE-R9500_S500/seed456/test_predictions.jsonl
nllb-600m,exp2,REPLACE-R9500_S500,456,structured,455,66.51,76.96,76.92,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/REPLACE-R9500_S500/seed456/test_predictions.jsonl
nllb-600m,exp2,REPLACE-R9500_S500,456,tatoeba,1000,4.36,28.49,25.6,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/REPLACE-R9500_S500/seed456/test_predictions.jsonl
nllb-600m,exp2,REPLACE-R9500_S500,789,combined,1455,19.14,39.79,37.66,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/REPLACE-R9500_S500/seed789/test_predictions.jsonl
nllb-600m,exp2,REPLACE-R9500_S500,789,structured,455,67.02,81.85,80.55,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/REPLACE-R9500_S500/seed789/test_predictions.jsonl
nllb-600m,exp2,REPLACE-R9500_S500,789,tatoeba,1000,4.3,28.93,26.02,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/REPLACE-R9500_S500/seed789/test_predictions.jsonl
nllb-600m,exp2,STRUCTURED-1000,123,combined,1455,20.49,29.41,29.49,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/STRUCTURED-1000/seed123/test_predictions.jsonl
nllb-600m,exp2,STRUCTURED-1000,123,structured,455,92.6,95.95,95.69,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/STRUCTURED-1000/seed123/test_predictions.jsonl
nllb-600m,exp2,STRUCTURED-1000,123,tatoeba,1000,0.54,12.52,11.89,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/STRUCTURED-1000/seed123/test_predictions.jsonl
nllb-600m,exp2,STRUCTURED-1000,2024,combined,1455,14.04,29.33,28.96,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/STRUCTURED-1000/seed2024/test_predictions.jsonl
nllb-600m,exp2,STRUCTURED-1000,2024,structured,455,92.42,96.06,95.76,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/STRUCTURED-1000/seed2024/test_predictions.jsonl
nllb-600m,exp2,STRUCTURED-1000,2024,tatoeba,1000,0.36,12.85,11.96,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/STRUCTURED-1000/seed2024/test_predictions.jsonl
nllb-600m,exp2,STRUCTURED-1000,42,combined,1455,22.69,30.06,30.04,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/STRUCTURED-1000/seed42/test_predictions.jsonl
nllb-600m,exp2,STRUCTURED-1000,42,structured,455,92.28,95.75,95.5,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/STRUCTURED-1000/seed42/test_predictions.jsonl
nllb-600m,exp2,STRUCTURED-1000,42,tatoeba,1000,0.62,12.51,11.82,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/STRUCTURED-1000/seed42/test_predictions.jsonl
nllb-600m,exp2,STRUCTURED-1000,456,combined,1455,23.03,30.85,30.77,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/STRUCTURED-1000/seed456/test_predictions.jsonl
nllb-600m,exp2,STRUCTURED-1000,456,structured,455,92.59,95.83,95.65,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/STRUCTURED-1000/seed456/test_predictions.jsonl
nllb-600m,exp2,STRUCTURED-1000,456,tatoeba,1000,0.66,13.41,12.62,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/STRUCTURED-1000/seed456/test_predictions.jsonl
nllb-600m,exp2,STRUCTURED-1000,789,combined,1455,18.17,29.46,29.36,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/STRUCTURED-1000/seed789/test_predictions.jsonl
nllb-600m,exp2,STRUCTURED-1000,789,structured,455,92.98,96.27,96.0,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/STRUCTURED-1000/seed789/test_predictions.jsonl
nllb-600m,exp2,STRUCTURED-1000,789,tatoeba,1000,0.48,12.74,11.95,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/STRUCTURED-1000/seed789/test_predictions.jsonl
nllb-600m,exp2,STRUCTURED-200,123,combined,1455,10.09,23.65,23.28,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/STRUCTURED-200/seed123/test_predictions.jsonl
nllb-600m,exp2,STRUCTURED-200,123,structured,455,47.76,67.5,67.32,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/STRUCTURED-200/seed123/test_predictions.jsonl
nllb-600m,exp2,STRUCTURED-200,123,tatoeba,1000,0.36,12.51,11.62,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/STRUCTURED-200/seed123/test_predictions.jsonl
nllb-600m,exp2,STRUCTURED-200,2024,combined,1455,11.29,24.51,24.05,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/STRUCTURED-200/seed2024/test_predictions.jsonl
nllb-600m,exp2,STRUCTURED-200,2024,structured,455,54.12,70.79,69.94,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/STRUCTURED-200/seed2024/test_predictions.jsonl
nllb-600m,exp2,STRUCTURED-200,2024,tatoeba,1000,0.45,12.93,12.04,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/STRUCTURED-200/seed2024/test_predictions.jsonl
nllb-600m,exp2,STRUCTURED-200,42,combined,1455,11.22,24.7,24.24,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/STRUCTURED-200/seed42/test_predictions.jsonl
nllb-600m,exp2,STRUCTURED-200,42,structured,455,57.98,72.86,72.15,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/STRUCTURED-200/seed42/test_predictions.jsonl
nllb-600m,exp2,STRUCTURED-200,42,tatoeba,1000,0.46,13.01,12.04,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/STRUCTURED-200/seed42/test_predictions.jsonl
nllb-600m,exp2,STRUCTURED-200,456,combined,1455,10.82,23.99,23.66,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/STRUCTURED-200/seed456/test_predictions.jsonl
nllb-600m,exp2,STRUCTURED-200,456,structured,455,56.4,71.47,70.96,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/STRUCTURED-200/seed456/test_predictions.jsonl
nllb-600m,exp2,STRUCTURED-200,456,tatoeba,1000,0.39,12.48,11.61,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/STRUCTURED-200/seed456/test_predictions.jsonl
nllb-600m,exp2,STRUCTURED-200,789,combined,1455,10.96,24.42,24.05,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/STRUCTURED-200/seed789/test_predictions.jsonl
nllb-600m,exp2,STRUCTURED-200,789,structured,455,55.91,72.97,72.25,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/STRUCTURED-200/seed789/test_predictions.jsonl
nllb-600m,exp2,STRUCTURED-200,789,tatoeba,1000,0.4,12.51,11.65,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/STRUCTURED-200/seed789/test_predictions.jsonl
nllb-600m,exp2,STRUCTURED-2000,123,combined,1455,23.74,31.1,31.03,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/STRUCTURED-2000/seed123/test_predictions.jsonl
nllb-600m,exp2,STRUCTURED-2000,123,structured,455,95.88,97.56,97.52,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/STRUCTURED-2000/seed123/test_predictions.jsonl
nllb-600m,exp2,STRUCTURED-2000,123,tatoeba,1000,0.79,13.08,12.28,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/STRUCTURED-2000/seed123/test_predictions.jsonl
nllb-600m,exp2,STRUCTURED-2000,2024,combined,1455,21.62,30.26,30.3,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/STRUCTURED-2000/seed2024/test_predictions.jsonl
nllb-600m,exp2,STRUCTURED-2000,2024,structured,455,94.92,97.19,97.11,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/STRUCTURED-2000/seed2024/test_predictions.jsonl
nllb-600m,exp2,STRUCTURED-2000,2024,tatoeba,1000,0.57,12.52,11.91,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/STRUCTURED-2000/seed2024/test_predictions.jsonl
nllb-600m,exp2,STRUCTURED-2000,42,combined,1455,13.05,28.61,28.31,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/STRUCTURED-2000/seed42/test_predictions.jsonl
nllb-600m,exp2,STRUCTURED-2000,42,structured,455,95.81,97.64,97.58,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/STRUCTURED-2000/seed42/test_predictions.jsonl
nllb-600m,exp2,STRUCTURED-2000,42,tatoeba,1000,0.3,11.5,10.73,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/STRUCTURED-2000/seed42/test_predictions.jsonl
nllb-600m,exp2,STRUCTURED-2000,456,combined,1455,21.71,30.18,30.16,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/STRUCTURED-2000/seed456/test_predictions.jsonl
nllb-600m,exp2,STRUCTURED-2000,456,structured,455,95.21,97.46,97.38,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/STRUCTURED-2000/seed456/test_predictions.jsonl
nllb-600m,exp2,STRUCTURED-2000,456,tatoeba,1000,0.72,12.34,11.65,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/exp2/STRUCTURED-2000/seed456/test_predictions.jsonl
